Title,Company,Experience,Location,Salary,Skills,Date,Domain
Business Analyst,Accenture,5-7 Yrs ,Bengaluru ,Not disclosed,Project Role :Business AnalystProject Role Description :Analyze an organization and des...,31-08-2024,Data Scientist
Data Scientist,Ciklum,3-7 Yrs ,Pune ,Not disclosed,Description   Ciklum  is looking for a Data Scientist   to join our team full-time in I...,30-08-2024,Data Scientist
Business Analyst,Zepto,2-6 Yrs ,Bengaluru ,Not disclosed,Quali cations: . Education: Bachelors degree in Engineering or similar eld whichExperie...,05-09-2024,Data Scientist
Staff Data Scientist,Netradyne,5-10 Yrs ,Bengaluru ,Not disclosed,Netradyne is looking for talented engineers to join our Analytics team comprised of gra...,20-08-2024,Data Scientist
Data Engineer,Accolite Digital,5-10 Yrs ,"Hybrid - Hyderabad, Gurugram, Bengaluru ",9-19 Lacs PA,SKILLS / COMPETENCIES REQUIRED This person is required to be dynamic and a quick eager ...,06-09-2024,Data Scientist
Data Scientist,HCLTech,5-10 Yrs ,Bengaluru ,Not disclosed,Hiring !!Data Scientist Skills mandatory- Python + ML + NLP + GEN AI + Data mining Loca...,10-09-2024,Data Scientist
Senior Data Scientist,Vistaprint.in,3-8 Yrs ,Bengaluru ,Not disclosed,". Be integral part of the team that builds scalable, self-serve data products and suppo...",12-08-2024,Data Scientist
Data Engineer,Accenture,5-8 Yrs ,Bengaluru ,Not disclosed,"Create data pipelines, ensure data quality, and implement ETL (extract, transform and l...",30-08-2024,Data Scientist
Senior Data Scientist,CRISIL,3-5 Yrs ,Pune ,Not disclosed,Picture yourself crafting data pipelines and applications that harness the power of...,12-08-2024,Data Scientist
Business Analyst,Idealake Information Technologies,0 Yrs ,Mumbai (All Areas)(Parel +1) ,Not disclosed,A motivated and detail-oriented fresher with a certification in Business Analysis. Prof...,10-09-2024,Data Scientist
Data Scientist,Ignitho,3-7 Yrs ,Chennai ,Not disclosed,Job Description:     Collaborate with Business and IT teams     Data mining or extra...,12-08-2024,Data Scientist
Senior Data Scientist,Datacrew Education India,1-6 Yrs ,"Pune, Bengaluru, Delhi / NCR ",5-15 Lacs PA,"Must be good in Python, Machine Learning, computer Vision, pyspark, frameworks such as ...",14-08-2024,Data Scientist
Data Scientist,Docskiff,5-10 Yrs ,Hybrid - Hyderabad ,Not disclosed,Department: Development Key Responsibilities:Design and implement end-to-end document u...,11-09-2024,Data Scientist
Machine learning Engineer,The Fastest Media Company,0-2 Yrs ,Ahmedabad(Iscon Ambli Road) ,Not disclosed,We are looking for a Machine Learning Engineer to help us create advance image processi...,11-09-2024,Data Scientist
Analyst,Multinational Company,2-7 Yrs ,Gurugram ,9-14 Lacs PA,"Hello, Job Enthusiasts!! Greetings from ShiningStars!! Hiring for Analyst role in Gurga...",28-08-2024,Data Scientist
ONDC Expert / Analyst,Revalsys Technologies,2-7 Yrs ,Pune ,Not disclosed,"Candidate Qualifications: Bachelors or Masters degree in Computer Science, Information ...",11-09-2024,Data Scientist
Data scientist,Digital Vidya,4-8 Yrs ,Gurugram ,Not disclosed,"Undertaking data collection, preprocessing and analysis   Building models to address ...",12-08-2024,Data Scientist
Application Lead,Accenture,5-9 Yrs ,Bengaluru ,Not disclosed,Professional Attributes :1:Good communication 2:Good Leadership skills and team handlin...,10-09-2024,Data Scientist
Senior Data Scientist,Carnation Infotech,7-9 Yrs ,Bengaluru ,Not disclosed,Deep expertise in Deep Learning techniques (experience with LLMs a significant plus). D...,12-08-2024,Data Scientist
Data Engineer,Global Pharma Tek,1-5 Yrs ,"Hyderabad, Pune, Bengaluru ",Not disclosed,Strong experience with Databricks and PySpark,31-08-2024,Data Scientist
Geospatial Data Scientist,Giskernel Technologies,1-5 Yrs ,Pune ,Not disclosed,GISKernel Technologies LLP is looking for Geospatial Data Scientist to join our dynamic...,12-08-2024,Data Scientist
Associate Data Scientist,Recruitrix Technologies LLP,2-4 Yrs ,Hyderabad ,Not disclosed,"Education: BTech from Premier Institutes . Passout Year: 2018, 2019, 2020 2021 .",12-08-2024,Data Scientist
Data Scientist (Media Mix Modelling),Blend360 India,3-8 Yrs ,Hyderabad ,Not disclosed,"Bachelors or Masters degree in Data Science, Statistics, Economics, Mathematics, or a r...",25-08-2024,Data Scientist
Data Engineer: Big Data-Azure,IBM,7-12 Yrs ,Bengaluru ,Not disclosed,"Your Role and Responsibilities . Graduate degree in Computer Science, Statistics, Infor...",01-09-2024,Data Scientist
Senior Data Scientist,Grazitti Interactive,5-10 Yrs ,Panchkula ,Not disclosed,". Proficiency in Python, data structures, and system designThe ideal candidate will hav...",12-08-2024,Data Scientist
Business Analyst,Accenture,4-5 Yrs ,Bengaluru ,Not disclosed,Project Role :Business AnalystProject Role Description :Analyze an organization and des...,30-08-2024,Data Scientist
Data Analyst,Vision Group,2-4 Yrs ,Kolkata ,7-10 Lacs PA,"Shift timings would be partial night shift, 5:30pm to 2:30am (US Pacific Time zone)Expe...",01-09-2024,Data Scientist
Data Scientist,Kh Skill Academy,2-4 Yrs ,Pune ,Not disclosed,Industry experience is preferred . Background in data warehouse design (e.gProven exper...,12-08-2024,Data Scientist
Principal Data Scientist / Senior Data Scientist,Benovymed Healthcare,0-5 Yrs ,"Noida, Gurugram, Delhi / NCR ",Not disclosed,Principal Data Scientist/Senior Data Scientist/Data Scientist - NLP/Machine LearningPri...,30-08-2024,Data Scientist
Data Scientist,Infimetrics Info Solutions,3-8 Yrs ,Remote ,Not disclosed,Python With Data Science Linear Algebra and Advanced Statistics Machine Learning Perfor...,12-08-2024,Data Scientist
Data Scientist Computer Vision Specialist,CMS Computers,6-10 Yrs ,"Mumbai, Navi Mumbai, Mumbai (All Areas) ",Not disclosed,"key driver analysis, price elasticity, prediction ) that can be used in a productized f...",05-09-2024,Data Scientist
Data Scientist - MLB,Snapminds Technologies,2-3 Yrs ,Bengaluru ,Not disclosed,BTech graduate Be building mathematical models and implementing it in Python (preferabl...,12-08-2024,Data Scientist
Data Scientist,iSpatial Techno Solution Pvt ltd.,4-9 Yrs ,Hyderabad ,Not disclosed,B Sc / BE / B Tech / M Tech / Diploma in Computer Science or allied fields 4+ years of ...,12-08-2024,Data Scientist
Data Engineer,Aretove Technologies,2-5 Yrs ,Pune(Baner) ,Not disclosed,"Bachelors or masters degree in Computer Science, Math, Engineering, Analytics, or Relat...",10-09-2024,Data Scientist
Data Scientist,GSPANN,5-10 Yrs ,"Hyderabad, Pune, Gurugram ",Not disclosed,Lead the data science team - drive the development and implementation of advanced da...,12-08-2024,Data Scientist
Business Analyst,AIS Technolabs,3-8 Yrs ,Ahmedabad ,3-6 Lacs PA,"Company Name: AIS Technolabs - Acclaimed Web, Mobile App & Game Development CompanyAbo...",01-09-2024,Data Scientist
Data Analyst,KPO / Research / Analytics,3-5 Yrs ,Gurugram ,Not disclosed,Key responsibilities and accountabilities: 3+ years of experience working across automa...,27-08-2024,Data Scientist
Sr. Data Scientist,Pranathi Software Services,4-9 Yrs ,Hyderabad ,Not disclosed,"Experience of 4 years, predominantly on Machine Learning problems, Computer Vision, N...",14-08-2024,Data Scientist
Unified Engineering Digital Twin Consultant/Architect,Leading Client,15-20 Yrs ,Bengaluru ,Not disclosed,Key Responsibilities:Digital Twin Strategy Development: Develop and implement strategie...,10-09-2024,Data Scientist
Principal Database Engineer,Insight Direct India,8-12 Yrs ,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR ",Not disclosed,Job Description: Cloud Technical Lead - DatabaseTotal Exp- 8+ yearsOverview:We are see...,10-09-2024,Data Scientist
Data Scientist,Exponentia Datalabs,3-5 Yrs ,Bengaluru ,11-13 Lacs PA,"Linear Regression, Logistic Regression, Decision Tree, . Random Forest, Xgboost, GBM et...",23-08-2024,Data Scientist
Data Engineer,Accenture,3-8 Yrs ,Mumbai ,Not disclosed,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...",29-08-2024,Data Scientist
Senior Data Scientist,Leading Analytics Firm in India ,5-8 Yrs ,"Hyderabad, Chennai, Bengaluru ",25-40 Lacs PA,Preferred candidate profile . .,03-09-2024,Data Scientist
Business Analyst,Accenture,5-7 Yrs ,Kolkata ,Not disclosed,Project Role :Business AnalystProject Role Description :Analyze an organization and des...,01-09-2024,Data Scientist
Lead Data Scientist,Recruit Jobs India,5-6 Yrs ,Chennai ,Not disclosed,Role & responsibilities Lead Data Scientist Job DescriptionWe are seeking a highly skil...,30-08-2024,Data Scientist
Data Analyst || Contract To hire with Tcs || 4+ || Walk In,Coventine Digital Pvt Ltd,2-5 Yrs ,Bengaluru ,5-8.5 Lacs PA,Collaborate with cross-functional teams to resolve data-related issues. . Desired Candi...,10-09-2024,Data Scientist
MBOS - Data Engineer,Daimler India Commercial Vehicles Ltd,2-6 Yrs ,Bengaluru ,Not disclosed,"To succeed in this data engineering position, you should have strong analytical skills ...",29-08-2024,Data Scientist
Data Analyst,Optimum Solutions,10-20 Yrs ,Chennai ,Not disclosed,Data Cleaning and Preparation: Data analysts should know how to clean and prepare data ...,28-08-2024,Data Scientist
Data Scientist - Sage Maker,Winning Edge,5-9 Yrs ,Bengaluru ,Not disclosed,"Required/Proven experience with the following:o Designing, developing, and researching ...",12-08-2024,Data Scientist
Data Engineer,Accenture,3-5 Yrs ,Hyderabad ,Not disclosed,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years of fu...,05-09-2024,Data Scientist
Business Analyst,Taxmann Publications,3-5 Yrs ,New Delhi ,Not disclosed,"Preparation of Software Requirement Specification Document, Business Requirement Docume...",06-09-2024,Data Scientist
Data Scientist,CIEL HR,5-10 Yrs ,Hybrid - Hyderabad ,Not disclosed,Preferred candidate profile . .,21-08-2024,Data Scientist
Data Analyst/Architect/Scientist/Engineer,Diverse Lynx,4-10 Yrs ,Hyderabad ,Not disclosed,Collecting and analyzing large data sets using statistical and data visualization too...,12-08-2024,Data Scientist
Python Data Engineer,Prowesstics It Services,2-3 Yrs ,Chennai(Aminjikarai) ,Not disclosed,Job Description: Python Data Engineer (2-3 Years of Experience)Position Title: Python D...,28-08-2024,Data Scientist
Data Scientist,WEB And Crafts,4-9 Yrs ,Chennai ,Not disclosed,"Requirements . Masters or PhD degree in a relevant field such as Data Science, Statisti...",12-08-2024,Data Scientist
Business Analyst,Accenture,5-10 Yrs ,Bengaluru ,Not disclosed,Project Role :Business AnalystProject Role Description :Analyze an organization and des...,30-08-2024,Data Scientist
Data Scientist,Amnex,3-7 Yrs ,Ahmedabad ,Not disclosed,"Knowledge of R and Matlab, Java and GIS-Remote Sensing can be added advantage . . Nice ...",12-08-2024,Data Scientist
Data Scientist,Agiletech Info Solutions,3-8 Yrs ,Chennai ,Not disclosed,"Skills Needed 4+ years of industrial experience in predictive modeling and analysis, pr...",12-08-2024,Data Scientist
Principal Data Scientist / Senior Data Scientist/Data Scientist - NLP,Benovymed Healthcare,0-5 Yrs ,"Noida, Gurugram, Delhi / NCR ",Not disclosed,BTech / MTech in CSE / Electrical / Electronics & Communication/ Maths & Computing /Sta...,30-08-2024,Data Scientist
Business Analyst,Accenture,3-5 Yrs ,Pune ,Not disclosed,Must have skills : Microsoft Azure Analytics Services. Good to have skills : Project Ma...,01-09-2024,Data Scientist
ISS STOXX : Actively Hiring For Materiality Assessment Analyst,Institutional Shareholder Services,1-3 Yrs ,Hybrid - Mumbai (All Areas)(Goregaon East) ,Not disclosed,ISS Corporate is growing! ISS Corporate is seeking a Materiality Assessment Analyst for...,30-08-2024,Data Scientist
Senior Data Scientist Lead (Immediate Joiner),Trianz,10-16 Yrs ,"Hybrid - Hyderabad, Bengaluru ",25-32.5 Lacs PA,"Qualifications: . Bachelors or Masters degree in Computer Science, Computer Engineering...",03-09-2024,Data Scientist
Azure Data Architect,Programmers io,9-14 Yrs ,Remote ,Not disclosed,"Bachelors or Masters degree in Computer Science, Information Technology - Proven experi...",10-09-2024,Data Scientist
AWS Data Architect,ThoughtFocus,10-15 Yrs ,"Hybrid - Hyderabad, Bengaluru, India ",30-40 Lacs PA,"ETL Tools: Experience with tools like IBM DataStage, ODI, Informatica, Talend, Microsof...",10-09-2024,Data Scientist
Data Scientist - Automotive Seating,Faurecia,3-8 Yrs ,Pune ,Not disclosed,Education : Degree or Masters degree in Computer Science/ Electronics/ Artificial Intel...,10-09-2024,Data Scientist
Scientist - Molecular Biology,Aurigene Pharmaceutical Services,5-8 Yrs ,Hyderabad ,Not disclosed,Required Industry Experience: 5 to 8 years. Qualification: Masters (Non PhD) . Well ver...,10-09-2024,Data Scientist
Data Analyst,SMA Solar India,2-5 Yrs ,Hyderabad ,8-10 Lacs PA,"Extensive experience in Salesforce data analysis, including data extraction, transforma...",27-08-2024,Data Scientist
Senior NodeJS Developer,A Travel technology startup based out of Siliguri,3-5 Yrs ,Siliguri ,Not disclosed,Performance Optimization: Optimize application performance for maximum speed andRequire...,11-09-2024,Data Scientist
Business Analyst,Accenture,7-9 Yrs ,Chennai ,Not disclosed,Minimum 5 year(s) of experience is required. Educational Qualification : BE with hands ...,31-08-2024,Data Scientist
Data Scientist,Johnson and Johnson Kenvue,3-5 Yrs ,Bengaluru ,Not disclosed,Create Proof of concepts POCs Minimum Viable Products MVPs then guide them through to p...,14-08-2024,Data Scientist
Data Engineer,IBM,5-9 Yrs ,Bengaluru ,Not disclosed,"Your Role and ResponsibilitiesAs a Data Engineer in IBM's CIO organization, you will be...",09-09-2024,Data Scientist
Business Analyst,Tetrahed Inc,10-12 Yrs ,"Erie,  Pennsylvania ",Not disclosed,Skill & Experience8+ Yrs. of relevant IT experience.Need to have Property and Casualty ...,27-08-2024,Data Scientist
Head Application Development-Edtech,client of quadrangle,12-20 Yrs ,Gandhinagar ,Not disclosed,Preferred candidate profile . .,,Data Scientist
Data Scientist - Gurugram - WFO,Newgen ,2-7 Yrs ,Gurugram ,14-24 Lacs PA,Role & responsibilities  Job descriptionWe are looking for a talented and driven Data S...,26-08-2024,Data Scientist
Data Scientist - Python & SQL Focus,Viaprom Technologies,4-6 Yrs ,Kolkata ,Not disclosed,"Skills and Qualifications: A. Bachelors or Masters degree in Computer Science, Statisti...",30-08-2024,Data Scientist
Business Analyst,Accenture,3-5 Yrs ,Hyderabad ,Not disclosed,Must have skills : Microsoft Dynamics 365 Commerce Technical. Good to have skills : NAM...,05-09-2024,Data Scientist
Data Scientist,Privaini Software India,5-8 Yrs ,Bengaluru ,Not disclosed,"and data science libraries such as nltk, numpy, scipy and many others Must be able to i...",21-08-2024,Data Scientist
Data Scientist,SDI Business Services,5-9 Yrs ,Hybrid - Bengaluru ,Not disclosed,"Position Title : Data ScientistLocation : Bangalore, IndiaFunctional Area : Customer &...",17-08-2024,Data Scientist
Business Analyst,Accenture,2-5 Yrs ,Hyderabad ,Not disclosed,Project Role :Business AnalystProject Role Description :Analyze an organization and des...,30-08-2024,Data Scientist
Data Scientist/Data Analyst,Enflexis Solutions,2-6 Yrs ,Remote ,9-12 Lacs PA,We are actively seeking talented Senior Python Developers to join our ambitious team de...,21-08-2024,Data Scientist
Data Scientist - ML Engineer,S&P Global Market Intelligence,5-7 Yrs ,"Hyderabad, Gurugram ",Not disclosed,". Bachelors degree in Engineering, Mathematics, Economics, Computer Science, or related...",,Data Scientist
Senior IT Technologist - Data Scientist,Medtronic,8-12 Yrs ,Hyderabad ,Not disclosed,. Bachelors / Masters Degree in engineering or MCA Must Have: Minimum Requirements Over...,24-08-2024,Data Scientist
Lead Data Scientist/Senior Data Scientist GenAI / Classical ML / NLP),Tredence,5-10 Yrs ,"Hybrid - Hyderabad, Pune, Bengaluru ",Not disclosed,Senior Data Scientist As an Associate Manager - Senior Data scientist you will solve so...,16-08-2024,Data Scientist
